open,high,low,close,volume,num_trades,taker_base_vol,taker_quote_vol,month,day,year
101760.8,101797.5,101742.0,101772.8,116.213,3828.0,65.361,6651935.0309,12,15,2024
104940.5,104964.4,104619.5,104703.2,1374.627,25098.0,481.036,50397260.4393,12,15,2024
101772.9,101944.5,101743.2,101900.0,596.299,7485.0,516.567,52618871.7161,12,15,2024
102521.4,102666.0,102521.4,102623.1,883.524,16401.0,613.244,62925505.1193,12,15,2024
101678.3,101730.5,101644.9,101645.0,151.375,4557.0,95.957,9758959.0184,12,14,2024
106062.9,106085.6,105924.7,106051.3,372.12,6575.0,183.238,19425077.3793,12,16,2024
101622.0,101631.0,101580.6,101601.9,98.469,3997.0,42.887,4357371.0401,12,14,2024
102696.7,102810.5,102640.0,102804.0,243.564,7130.0,168.054,17267426.2849,12,15,2024
101366.9,101560.0,101284.0,101549.4,525.057,10389.0,357.861,36304391.0267,12,13,2024
101609.5,101611.5,101577.0,101605.2,130.995,3455.0,78.836,8009795.6532,12,14,2024
102856.6,102870.2,102702.0,102751.5,718.149,14811.0,313.763,32248362.9814,12,15,2024
102161.1,102266.7,102100.8,102219.8,461.796,12930.0,198.191,20252274.7168,12,14,2024
103900.0,104117.4,103900.0,104076.9,857.258,11632.0,634.543,66027030.8702,12,16,2024
103227.8,103284.6,103152.7,103158.7,131.183,5049.0,51.749,5341953.1329,12,15,2024
104015.5,104049.0,103915.7,103943.0,428.002,9230.0,134.971,14035413.5636,12,16,2024
101411.0,101416.9,101317.0,101393.4,455.204,7005.0,172.207,17457688.2649,12,14,2024
100943.3,101009.9,100905.3,100960.6,305.866,7123.0,127.786,12899667.3196,12,14,2024
101317.7,101415.5,101195.2,101392.1,1010.707,16176.0,510.317,51710518.3715,12,14,2024
104991.4,105084.7,104922.0,105070.2,468.625,9272.0,211.744,22235109.3463,12,16,2024
101416.3,101496.9,101404.7,101427.3,198.313,5109.0,86.113,8735911.9767,12,15,2024
101703.8,101775.1,101703.7,101775.0,171.91,4908.0,109.503,11141557.374,12,15,2024
101138.7,101384.8,101128.6,101315.0,648.48,12565.0,444.425,45013393.0593,12,14,2024
106445.8,106550.0,106441.1,106487.6,683.94,11710.0,295.341,31452854.0082,12,17,2024
106324.0,106380.0,106308.4,106323.1,173.757,5058.0,75.414,8019388.036,12,17,2024
104084.9,104090.0,103934.6,104015.6,694.613,11881.0,197.168,20511329.9897,12,16,2024
102900.0,103011.8,102863.7,102959.0,1284.697,20744.0,655.939,67523021.0302,12,15,2024
102113.0,102239.8,102112.9,102163.5,611.633,11833.0,385.754,39417388.4784,12,15,2024
101471.3,101529.0,101466.7,101479.8,149.151,4025.0,80.724,8193563.9226,12,15,2024
102283.9,102333.3,102244.6,102333.2,280.564,8299.0,165.386,16920139.2599,12,15,2024
105811.8,105860.5,105710.0,105860.4,615.297,17462.0,323.402,34208805.6959,12,17,2024
101862.3,101900.0,101807.8,101818.1,325.955,6340.0,163.08,16614936.2943,12,15,2024
101174.6,101287.9,101160.6,101210.0,298.849,6775.0,126.348,12787964.2246,12,13,2024
101787.0,101840.2,101745.0,101745.0,133.459,4827.0,62.308,6343224.0678,12,14,2024
102785.0,102920.1,102785.0,102920.1,294.329,7905.0,186.072,19141464.7958,12,15,2024
101488.1,101579.8,101487.1,101579.8,387.791,7942.0,263.654,26771383.0908,12,15,2024
102346.2,102446.4,102330.9,102330.9,434.405,9484.0,226.525,23198511.2384,12,15,2024
101986.9,102050.0,101986.8,102016.6,423.485,4702.0,250.948,25600355.4467,12,15,2024
103823.2,103823.2,103585.2,103717.8,2074.131,38948.0,971.851,100749554.2835,12,16,2024
106420.7,106495.6,106370.8,106445.7,616.972,11026.0,266.542,28372623.7453,12,17,2024
101141.1,101141.1,101071.0,101095.1,81.03,2442.0,33.61,3398144.968,12,14,2024
103254.4,103395.6,103254.4,103356.8,262.992,7188.0,125.738,12993248.1792,12,15,2024
106085.5,106099.8,105807.4,105811.7,305.111,10976.0,108.863,11534139.0677,12,17,2024
102959.5,103142.0,102959.4,103141.9,267.584,6878.0,167.697,17282948.8616,12,15,2024
103163.0,103203.1,103137.0,103164.1,116.318,3632.0,38.808,4003649.2325,12,15,2024
102763.8,102931.0,102709.4,102901.4,342.977,8416.0,249.772,25681951.065,12,15,2024
103346.4,103354.0,103218.9,103244.9,175.504,5298.0,81.609,8430612.9628,12,15,2024
105003.4,105065.0,104919.4,105040.0,443.518,9939.0,178.673,18763487.6115,12,16,2024
101752.4,101768.3,101699.1,101703.8,137.705,4173.0,54.183,5512587.97,12,15,2024
101920.1,101950.0,101881.0,101949.9,211.219,5644.0,99.376,10128202.9769,12,15,2024
101314.9,101315.0,101189.3,101234.9,228.77,6801.0,95.837,9701921.4225,12,14,2024
101416.8,101530.9,101416.7,101488.0,199.949,4364.0,120.879,12268032.9559,12,15,2024
105092.3,105166.6,105062.5,105123.4,143.799,5720.0,78.597,8262657.9003,12,16,2024
101392.1,101413.4,101315.5,101316.1,276.65,7581.0,115.652,11724822.3734,12,14,2024
102175.3,102220.0,101911.2,102050.1,1184.999,22762.0,603.984,61645190.5561,12,14,2024
101730.4,101730.4,101578.0,101617.1,842.167,10660.0,275.429,27988740.5667,12,14,2024
101241.5,101253.3,101170.0,101170.0,134.942,3961.0,41.971,4248290.6536,12,14,2024
104629.5,105374.6,104550.0,104788.3,6681.071,112151.0,3780.057,396965358.7422,12,15,2024
104057.9,104071.9,103700.3,103823.1,2500.52,38076.0,1051.238,109196140.0864,12,16,2024
102776.1,102776.1,102554.3,102557.1,618.441,13742.0,217.075,22274466.3936,12,15,2024
101361.2,101411.8,101352.0,101389.9,123.767,3846.0,54.57,5532372.0138,12,14,2024
102407.9,102408.0,102295.2,102330.0,293.373,7442.0,136.882,14006921.5817,12,15,2024
105182.7,105198.0,105135.0,105135.0,367.973,8136.0,219.425,23078419.2215,12,16,2024
101888.0,101888.0,101816.9,101820.1,163.117,3667.0,42.138,4291875.4322,12,14,2024
104933.8,105040.7,104907.5,104964.3,642.372,11438.0,428.74,45010660.5291,12,16,2024
100729.7,100939.6,100729.7,100937.2,523.47,10239.0,365.915,36901011.501,12,14,2024
105236.7,105365.3,105236.7,105344.2,535.102,10354.0,312.841,32948792.4619,12,16,2024
104788.2,104960.0,104460.0,104692.2,2465.182,52095.0,1117.039,116975336.5681,12,15,2024
101374.6,101449.7,101314.0,101399.9,415.306,8549.0,196.178,19887207.2281,12,13,2024
101105.0,101153.8,101096.5,101150.0,90.877,2749.0,43.294,4378288.5659,12,14,2024
104996.4,105021.0,104917.3,105003.4,280.214,5926.0,118.742,12465138.9815,12,16,2024
103370.0,103414.2,103107.1,103114.3,789.194,17549.0,236.408,24412411.656,12,15,2024
106378.8,106481.2,106152.2,106238.3,934.501,20291.0,445.135,47306684.6963,12,16,2024
102885.0,102923.0,102823.3,102889.9,211.28,5578.0,63.554,6538141.2189,12,15,2024
102189.7,102288.9,102172.7,102288.9,271.255,4939.0,197.331,20173472.1581,12,15,2024
102186.1,102272.5,102121.9,102130.0,382.111,11168.0,180.762,18474384.1652,12,15,2024
101643.1,101648.1,101612.3,101615.9,60.407,2641.0,30.948,3145248.0483,12,14,2024
101754.4,101757.3,101702.9,101731.7,149.742,4693.0,79.541,8092157.9499,12,14,2024
101717.0,101750.9,101700.0,101700.1,92.662,2708.0,40.368,4106698.0405,12,15,2024
102103.7,102124.2,102005.1,102120.0,326.311,6820.0,120.39,12288417.0298,12,15,2024
102987.5,103066.3,102959.7,103055.0,261.755,6795.0,167.901,17295168.8514,12,15,2024
106007.6,106057.9,105929.3,105983.8,429.05,9215.0,138.101,14638514.5158,12,16,2024
101843.1,101958.9,101816.7,101950.0,157.27,5890.0,98.207,10006873.1981,12,14,2024
105963.4,106108.4,105919.7,106045.7,412.752,11260.0,263.292,27915850.651,12,17,2024
101336.2,101380.1,101298.6,101348.6,479.697,8230.0,181.656,18409950.5188,12,14,2024
101066.0,101164.4,100914.9,100952.0,651.629,11354.0,305.479,30875103.0026,12,14,2024
105875.6,105942.1,105842.5,105934.8,197.337,4969.0,151.14,16003781.7285,12,16,2024
101250.5,101253.4,101106.1,101147.9,326.842,6134.0,129.936,13146151.3847,12,14,2024
100960.6,101049.5,100928.9,101037.7,163.144,5417.0,111.715,11282780.6064,12,14,2024
101699.9,101744.9,101655.0,101730.7,106.804,5275.0,45.507,4628165.538,12,14,2024
101332.9,101384.6,101301.5,101301.6,204.603,5538.0,88.805,9000956.416,12,14,2024
101984.5,101990.0,101978.2,101989.9,119.447,2723.0,72.615,7405495.2819,12,15,2024
