open,high,low,volume,num_trades,taker_base_vol,taker_quote_vol,month,day,year,close
-1.4472868420822562,-1.4580022659034464,-1.414559697183615,-0.5724406209257852,-0.7352468818744349,-0.4097347774715302,-0.4119900126599111,0.0,-1.3368507761427793,0.0,100000.0
-0.5282384508533907,-0.5766304370814972,-0.5546736838007662,-0.34094713159363216,-0.4062147317479934,-0.4282948027739257,-0.4269378428943841,0.0,0.574642737555565,0.0,101272.7
0.47675792315350424,0.4245439608392944,0.4532611068570931,-0.3833580797245752,-0.27918725382723913,-0.44651173315429665,-0.4414171896728473,0.0,0.574642737555565,0.0,102751.7
-0.1533730182753283,-0.2048293605678129,-0.16052305644603365,-0.4057456858950363,-0.33876181315871484,-0.46426102045601775,-0.46085525242417974,0.0,0.574642737555565,0.0,101881.5
2.1113563279259995,2.0908947467944596,2.0805945516944186,-0.3244626911624392,-0.12117746421849607,-0.38401205818056766,-0.3725496984438675,0.0,1.5303894944047374,0.0,105177.5
0.11233847617462077,0.05877563547892621,0.14653612314827316,-0.6462083896537507,-0.6917831246207135,-0.5756916712269713,-0.569914202799755,0.0,0.574642737555565,0.0,102293.0
-0.42523309918556396,-0.4641720867779754,-0.4767392033029561,0.6879288704337571,0.7432290318763926,0.03543088385529888,0.026837377640683432,0.0,-1.3368507761427793,0.0,101358.3
1.7127560293346114,1.704142939161705,1.7838954445505077,-0.47287852526369967,-0.3392044176114004,-0.4129495298915956,-0.40326883538989255,0.0,1.5303894944047374,0.0,104753.2
-0.7058202060394044,-0.6979411939686782,-0.6806655326329986,-0.33147644787066033,-0.3344242895223964,-0.30866042342223493,-0.31065141742107255,0.0,-0.38110401929360715,0.0,101046.3
2.91344934874382,2.893250650184479,2.559029381371407,3.125325836390689,3.8007405910282057,1.7498057102553,1.8163440728683806,0.0,1.5303894944047374,0.0,105900.6
-1.3904950596158483,-1.3616749675968185,-1.3901633975423604,-0.31213445006291024,-0.3964774337889112,-0.3537539060162673,-0.35780908629284264,0.0,-1.3368507761427793,0.0,100044.1
-0.9253842451208448,-0.9229234679578266,-1.0792275456762908,2.4266864436859548,2.5039095446595296,1.6682219677352617,1.6052066574694595,0.0,-1.3368507761427793,0.0,100491.0
1.5509754802131814,1.648930151432514,1.6057021984036965,0.10883676007903735,0.2811499832726733,0.33735206527166683,0.3531804724581973,0.0,1.5303894944047374,0.0,104652.8
2.4532970717167806,2.4026961786855656,2.1381430831769435,3.5528856444895522,3.1585215301814653,1.8584187527282576,1.9094172032217687,0.0,1.5303894944047374,0.0,105435.2
0.014490003473468667,-0.034207420340547356,0.021145826909940546,-0.47205954959211605,-0.5317373545296168,-0.5312538289291365,-0.5263005440478404,0.0,0.574642737555565,0.0,102132.9
-0.2973028325120982,-0.31433690867678166,-0.24814921762325595,-0.5878567137254946,-0.6235335180166008,-0.4649965595696731,-0.46186541679323173,0.0,-0.38110401929360715,0.0,101740.0
0.12417285226482383,0.12100477509294116,0.16598632368418137,-0.4002049952450214,-0.4756151099290884,-0.25498721781236994,-0.253334570171327,0.0,0.574642737555565,0.0,102407.9
-0.5980546584023247,-0.6326301053959097,-0.5801394102756139,-0.5337866044530053,-0.5703324628037971,-0.42359487233523346,-0.4224124963997582,0.0,-0.38110401929360715,0.0,101250.5
2.0109294157415003,1.9417808758963733,2.022511306795107,-0.4192730927033733,-0.4707464609495473,-0.4680585642504811,-0.4582941999839373,0.0,1.5303894944047374,0.0,105090.6
0.5439295773861909,0.5276908908844506,0.4977091596281459,0.2354414051630477,0.27282901956218486,0.3057450330714618,0.30556076418349454,0.0,0.574642737555565,0.0,102819.6
-0.26054354141625613,-0.2791240024884505,-0.2557020446354722,0.18784270265320477,-0.3760291080748386,0.4637919438985839,0.44900966788176533,0.0,-0.38110401929360715,0.0,101754.5
